Author ID,Total Engagement,Date,tweet_id,row_num,Normalized Text,langdetect_is_english,Year
@kosikyou2,60,2014-11-09 16:24:39+00:00,@kosikyou2_2014-11-09T16:24:39.000Z,5280046,atlanta hawks logo wood pattern  3d printed  iphone 6 plus case  nta-hawks-logo-wood-pattern-3d-printed-iphone-6-plus-case.html ...,True,2014
@Ritholtz,56,2014-07-03 19:32:09+00:00,@Ritholtz_2014-07-03T19:32:09.000Z,5044465,this is insane:   3d printing  used to successfully remove previously inoperable tumor in 5 year old boy,True,2014
@Khairykj,78,2014-05-22 15:56:23+00:00,@Khairykj_2014-05-22T15:56:23.000Z,5084141,i think i saw a  3d printing  booth somewhere in @fbp2014. what would you print?,True,2014
@Inc,52,2014-05-07 17:56:29+00:00,@Inc_2014-05-07T17:56:29.000Z,4851087,3d printing : what you need to know about the next industrial revolution,True,2014
@ScientificSaudi,23,2014-10-07 09:23:25+00:00,@ScientificSaudi_2014-10-07T09:23:25.000Z,5150765,"this  3d-printed  heart helped save a baby’s life
قلب شفاف مطبوع بطابعة ثلاثية أبعاد ينقذ حياة طفل   26294.html#.vdowul_ajgk.twitter ...",True,2014
@shapeways,26,2014-02-26 18:44:59+00:00,@shapeways_2014-02-26T18:44:59.000Z,5557553,our homepage is featuring  3d printed  miniatures to highlight the small world we live in:,True,2014
@MailOnline,24,2014-07-28 23:50:26+00:00,@MailOnline_2014-07-28T23:50:26.000Z,5135845,amazon's  3d printing  service lets you create bobbleheads in your own image,True,2014
@shapeways,30,2014-04-04 02:03:03+00:00,@shapeways_2014-04-04T02:03:03.000Z,5515371,3d printed  hexagon iphone case by designer jose_narvaez:,True,2014
@make,24,2015-10-24 20:00:45+00:00,@make_2015-10-24T20:00:45.000Z,4053668,jamestown artifacts are being brought back to life through  3d printing,True,2015
@Ryno_666,22,2015-10-12 13:41:53+00:00,@Ryno_666_2015-10-12T13:41:53.000Z,4363091,my hands are a  3d printer .  @405th @andrewcookdft,True,2015
@slashdot,20,2015-05-30 21:48:26+00:00,@slashdot_2015-05-30T21:48:26.000Z,4601295,artist uses  3d printing  to preserve artifacts destroyed by isis,True,2015
@newmatter,42,2015-06-30 17:22:51+00:00,@newmatter_2015-06-30T17:22:51.000Z,4505061,the mod-t  3d printer  is now available to order on   .  #3dprinting #3dprinters #make #tech,True,2015
@WHEC_JLewke,21,2015-03-27 18:38:43+00:00,@WHEC_JLewke_2015-03-27T18:38:43.000Z,4558232,"using  3d printing  to make robotic hands for kids, it's happening at  @ualbany , story at 5 on  @cbs6albany",True,2015
